Date,Time,Day,Weather,Temperature,Vehicle_Count,Average_Speed,Congestion
2026-01-18,02:00,Sunday,Clear,9.8,313,59.0,Low
2026-01-18,03:00,Sunday,Clear,11.1,100,57.4,Low
2026-01-18,04:00,Sunday,Cloudy,10.8,370,52.3,Low
2026-01-18,05:00,Sunday,Fog,20.2,100,62.5,Low
2026-01-18,06:00,Sunday,Clear,17.1,218,59.7,Low
2026-01-18,07:00,Sunday,Clear,19.7,897,51.2,Medium
2026-01-18,08:00,Sunday,Rain,22.4,810,53.0,Medium
2026-01-18,09:00,Sunday,Clear,28.7,889,42.3,Medium
2026-01-18,10:00,Sunday,Clear,25.8,1051,54.8,Medium
2026-01-18,11:00,Sunday,Clear,25.6,753,50.3,Low
2026-01-18,12:00,Sunday,Rain,26.7,553,52.6,Low
2026-01-18,13:00,Sunday,Clear,28.9,677,50.4,Low
2026-01-18,14:00,Sunday,Cloudy,23.8,726,51.7,Low
2026-01-18,15:00,Sunday,Clear,26.1,882,50.9,Medium
2026-01-18,16:00,Sunday,Clear,21.1,749,55.6,Low
2026-01-18,17:00,Sunday,Clear,21.6,1366,42.0,Medium
2026-01-18,18:00,Sunday,Clear,18.7,1555,48.0,High
2026-01-18,19:00,Sunday,Clear,16.5,1360,49.0,Medium
2026-01-18,20:00,Sunday,Clear,15.0,1448,48.0,Medium
2026-01-18,21:00,Sunday,Rain,10.1,343,55.4,Low
2026-01-18,22:00,Sunday,Clear,9.9,639,53.0,Low
2026-01-18,23:00,Sunday,Cloudy,6.0,502,59.2,Low
2026-01-19,00:00,Monday,Fog,8.5,313,60.3,Low
2026-01-19,01:00,Monday,Clear,11.2,371,59.2,Low
2026-01-19,02:00,Monday,Clear,9.4,359,61.8,Low
2026-01-19,03:00,Monday,Rain,11.4,329,55.7,Low
2026-01-19,04:00,Monday,Clear,13.5,445,61.0,Low
2026-01-19,05:00,Monday,Clear,16.1,597,53.7,Low
2026-01-19,06:00,Monday,Clear,17.8,100,57.5,Low
2026-01-19,07:00,Monday,Clear,22.6,1526,46.4,High
2026-01-19,08:00,Monday,Clear,21.9,1338,44.6,Medium
2026-01-19,09:00,Monday,Cloudy,21.0,1512,49.4,High
2026-01-19,10:00,Monday,Clear,26.5,1183,48.3,Medium
2026-01-19,11:00,Monday,Clear,27.9,823,55.3,Medium
2026-01-19,12:00,Monday,Cloudy,27.2,1028,48.2,Medium
2026-01-19,13:00,Monday,Cloudy,29.2,968,56.1,Medium
2026-01-19,14:00,Monday,Clear,28.7,802,54.2,Medium
2026-01-19,15:00,Monday,Cloudy,26.4,1011,49.2,Medium
2026-01-19,16:00,Monday,Cloudy,21.1,972,45.2,Medium
2026-01-19,17:00,Monday,Rain,16.0,1024,52.3,Medium
2026-01-19,18:00,Monday,Fog,17.6,1298,46.4,Medium
2026-01-19,19:00,Monday,Rain,16.3,1426,45.0,Medium
2026-01-19,20:00,Monday,Cloudy,14.8,1630,45.7,High
2026-01-19,21:00,Monday,Clear,10.2,755,58.0,Low
2026-01-19,22:00,Monday,Clear,5.6,655,48.6,Low
2026-01-19,23:00,Monday,Clear,9.9,842,56.7,Medium
2026-01-20,00:00,Tuesday,Rain,9.5,202,58.2,Low
2026-01-20,01:00,Tuesday,Fog,7.4,330,60.2,Low
2026-01-20,02:00,Tuesday,Clear,10.0,574,55.1,Low
2026-01-20,03:00,Tuesday,Rain,12.2,328,59.7,Low
2026-01-20,04:00,Tuesday,Clear,9.4,296,61.5,Low
2026-01-20,05:00,Tuesday,Cloudy,14.7,359,59.3,Low
2026-01-20,06:00,Tuesday,Cloudy,20.4,642,50.5,Low
2026-01-20,07:00,Tuesday,Clear,22.2,1363,43.8,Medium
2026-01-20,08:00,Tuesday,Clear,23.8,1421,50.2,Medium
2026-01-20,09:00,Tuesday,Clear,26.3,1306,47.5,Medium
2026-01-20,10:00,Tuesday,Clear,25.8,668,52.7,Low
2026-01-20,11:00,Tuesday,Clear,23.5,774,54.5,Low
2026-01-20,12:00,Tuesday,Clear,27.6,1001,53.2,Medium
2026-01-20,13:00,Tuesday,Clear,26.5,718,53.2,Low
2026-01-20,14:00,Tuesday,Rain,25.1,720,50.1,Low
2026-01-20,15:00,Tuesday,Clear,25.6,1161,48.5,Medium
2026-01-20,16:00,Tuesday,Clear,22.2,902,46.8,Medium
2026-01-20,17:00,Tuesday,Clear,16.9,1840,43.1,High
2026-01-20,18:00,Tuesday,Cloudy,19.8,1628,44.2,High
2026-01-20,19:00,Tuesday,Cloudy,14.2,1669,40.6,High
2026-01-20,20:00,Tuesday,Clear,11.2,1753,47.0,High
2026-01-20,21:00,Tuesday,Clear,9.9,666,51.4,Low
2026-01-20,22:00,Tuesday,Rain,11.8,698,56.5,Low
2026-01-20,23:00,Tuesday,Clear,4.9,806,52.6,Medium
2026-01-21,00:00,Wednesday,Cloudy,8.8,475,55.4,Low
2026-01-21,01:00,Wednesday,Clear,6.9,395,55.4,Low
2026-01-21,02:00,Wednesday,Clear,14.7,327,50.9,Low
2026-01-21,03:00,Wednesday,Cloudy,12.4,525,56.0,Low
2026-01-21,04:00,Wednesday,Cloudy,16.7,268,54.5,Low
2026-01-21,05:00,Wednesday,Cloudy,13.2,588,53.4,Low
2026-01-21,06:00,Wednesday,Rain,14.4,196,52.5,Low
2026-01-21,07:00,Wednesday,Cloudy,22.9,1484,48.5,Medium
2026-01-21,08:00,Wednesday,Clear,22.5,1217,44.9,Medium
2026-01-21,09:00,Wednesday,Clear,24.2,1596,48.2,High
2026-01-21,10:00,Wednesday,Clear,26.4,892,54.4,Medium
2026-01-21,11:00,Wednesday,Cloudy,25.3,764,50.6,Low
2026-01-21,12:00,Wednesday,Fog,31.8,730,52.6,Low
2026-01-21,13:00,Wednesday,Clear,25.4,1081,49.2,Medium
2026-01-21,14:00,Wednesday,Clear,24.5,945,45.1,Medium
2026-01-21,15:00,Wednesday,Rain,24.4,854,50.5,Medium
2026-01-21,16:00,Wednesday,Cloudy,19.9,727,54.3,Low
2026-01-21,17:00,Wednesday,Clear,16.5,2059,46.1,High
2026-01-21,18:00,Wednesday,Cloudy,17.6,1894,37.9,High
2026-01-21,19:00,Wednesday,Clear,13.7,1774,40.8,High
2026-01-21,20:00,Wednesday,Clear,13.1,1874,44.1,High
2026-01-21,21:00,Wednesday,Clear,7.3,1011,47.1,Medium
2026-01-21,22:00,Wednesday,Clear,9.9,834,57.5,Medium
2026-01-21,23:00,Wednesday,Clear,10.6,630,53.4,Low
2026-01-22,00:00,Thursday,Clear,5.0,436,56.4,Low
2026-01-22,01:00,Thursday,Rain,11.9,346,55.4,Low
2026-01-22,02:00,Thursday,Clear,8.0,530,54.3,Low
2026-01-22,03:00,Thursday,Fog,8.6,488,55.0,Low
2026-01-22,04:00,Thursday,Clear,10.1,273,59.2,Low
2026-01-22,05:00,Thursday,Clear,14.0,100,65.0,Low
2026-01-22,06:00,Thursday,Clear,20.4,349,57.8,Low
2026-01-22,07:00,Thursday,Fog,23.6,1090,48.6,Medium
2026-01-22,08:00,Thursday,Rain,25.3,1019,49.4,Medium
2026-01-22,09:00,Thursday,Clear,27.1,1498,45.6,Medium
2026-01-22,10:00,Thursday,Clear,30.6,963,53.2,Medium
2026-01-22,11:00,Thursday,Clear,29.9,854,47.3,Medium
2026-01-22,12:00,Thursday,Rain,26.2,647,51.9,Low
2026-01-22,13:00,Thursday,Clear,29.4,1108,50.5,Medium
2026-01-22,14:00,Thursday,Cloudy,27.5,860,53.5,Medium
2026-01-22,15:00,Thursday,Cloudy,27.4,1002,53.2,Medium
2026-01-22,16:00,Thursday,Clear,21.4,996,45.1,Medium
2026-01-22,17:00,Thursday,Clear,17.3,1681,42.3,High
2026-01-22,18:00,Thursday,Rain,18.1,1441,44.2,Medium
2026-01-22,19:00,Thursday,Clear,15.0,1898,43.8,High
2026-01-22,20:00,Thursday,Clear,12.7,1693,40.1,High
2026-01-22,21:00,Thursday,Clear,9.4,824,51.2,Medium
2026-01-22,22:00,Thursday,Clear,6.3,680,53.4,Low
2026-01-22,23:00,Thursday,Cloudy,8.4,869,47.4,Medium
2026-01-23,00:00,Friday,Clear,8.0,550,61.1,Low
2026-01-23,01:00,Friday,Cloudy,5.8,411,54.4,Low
2026-01-23,02:00,Friday,Clear,11.0,483,55.9,Low
2026-01-23,03:00,Friday,Clear,13.7,458,53.9,Low
2026-01-23,04:00,Friday,Clear,9.3,395,57.1,Low
2026-01-23,05:00,Friday,Clear,13.5,276,60.6,Low
2026-01-23,06:00,Friday,Clear,16.7,402,58.8,Low
2026-01-23,07:00,Friday,Clear,18.5,1523,42.2,High
2026-01-23,08:00,Friday,Clear,22.5,1283,49.4,Medium
2026-01-23,09:00,Friday,Clear,24.1,1439,46.2,Medium
2026-01-23,10:00,Friday,Clear,26.2,1113,48.7,Medium
2026-01-23,11:00,Friday,Clear,31.6,1213,50.6,Medium
2026-01-23,12:00,Friday,Clear,29.0,877,51.8,Medium
2026-01-23,13:00,Friday,Cloudy,27.8,963,51.0,Medium
2026-01-23,14:00,Friday,Clear,27.1,957,49.1,Medium
2026-01-23,15:00,Friday,Clear,25.4,1000,51.8,Medium
2026-01-23,16:00,Friday,Clear,20.1,968,46.1,Medium
2026-01-23,17:00,Friday,Clear,17.8,1732,47.0,High
2026-01-23,18:00,Friday,Rain,17.2,1422,44.7,Medium
2026-01-23,19:00,Friday,Rain,19.6,1450,42.3,Medium
2026-01-23,20:00,Friday,Cloudy,11.5,1647,47.4,High
2026-01-23,21:00,Friday,Clear,12.5,521,59.7,Low
2026-01-23,22:00,Friday,Cloudy,9.7,642,50.9,Low
2026-01-23,23:00,Friday,Clear,5.5,706,49.9,Low
2026-01-24,00:00,Saturday,Clear,4.9,129,58.1,Low
2026-01-24,01:00,Saturday,Clear,3.1,661,55.7,Low
2026-01-24,02:00,Saturday,Clear,10.4,293,63.1,Low
2026-01-24,03:00,Saturday,Clear,11.4,407,58.1,Low
2026-01-24,04:00,Saturday,Clear,12.5,328,59.7,Low
2026-01-24,05:00,Saturday,Clear,13.9,114,54.5,Low
2026-01-24,06:00,Saturday,Clear,20.0,100,61.0,Low
2026-01-24,07:00,Saturday,Clear,21.9,809,49.4,Medium
2026-01-24,08:00,Saturday,Clear,21.5,930,55.7,Medium
2026-01-24,09:00,Saturday,Clear,24.9,1053,50.2,Medium
2026-01-24,10:00,Saturday,Fog,26.2,502,53.0,Low
2026-01-24,11:00,Saturday,Clear,26.5,942,52.3,Medium
2026-01-24,12:00,Saturday,Clear,28.7,694,49.2,Low
2026-01-24,13:00,Saturday,Cloudy,30.8,590,50.3,Low
2026-01-24,14:00,Saturday,Rain,26.1,287,58.1,Low
2026-01-24,15:00,Saturday,Clear,26.3,624,60.0,Low
2026-01-24,16:00,Saturday,Clear,23.1,837,51.6,Medium
2026-01-24,17:00,Saturday,Cloudy,17.3,1253,46.4,Medium
2026-01-24,18:00,Saturday,Rain,22.4,728,51.0,Low
2026-01-24,19:00,Saturday,Clear,15.2,1136,47.8,Medium
2026-01-24,20:00,Saturday,Clear,13.9,1405,46.1,Medium
2026-01-24,21:00,Saturday,Clear,11.6,828,47.6,Medium
2026-01-24,22:00,Saturday,Clear,9.7,531,56.3,Low
2026-01-24,23:00,Saturday,Rain,7.2,457,55.5,Low
2026-01-25,00:00,Sunday,Cloudy,7.8,100,56.1,Low
2026-01-25,01:00,Sunday,Cloudy,10.0,141,60.0,Low
2026-01-25,02:00,Sunday,Clear,9.3,534,56.5,Low
2026-01-25,03:00,Sunday,Clear,10.5,112,60.7,Low
2026-01-25,04:00,Sunday,Clear,13.9,407,55.5,Low
2026-01-25,05:00,Sunday,Clear,13.7,614,53.1,Low
2026-01-25,06:00,Sunday,Clear,16.5,100,55.0,Low
2026-01-25,07:00,Sunday,Cloudy,17.4,717,55.9,Low
2026-01-25,08:00,Sunday,Cloudy,23.8,760,56.5,Low
2026-01-25,09:00,Sunday,Clear,22.6,1052,46.6,Medium
2026-01-25,10:00,Sunday,Clear,27.1,721,48.2,Low
2026-01-25,11:00,Sunday,Clear,31.6,992,50.4,Medium
2026-01-25,12:00,Sunday,Clear,29.6,706,57.2,Low
2026-01-25,13:00,Sunday,Clear,26.8,532,54.6,Low
2026-01-25,14:00,Sunday,Clear,25.6,596,52.9,Low
2026-01-25,15:00,Sunday,Clear,26.0,359,57.0,Low
2026-01-25,16:00,Sunday,Rain,22.0,706,56.1,Low
2026-01-25,17:00,Sunday,Cloudy,22.1,1015,50.8,Medium
2026-01-25,18:00,Sunday,Clear,19.4,966,48.1,Medium
2026-01-25,19:00,Sunday,Clear,13.4,1451,42.0,Medium
2026-01-25,20:00,Sunday,Cloudy,12.5,1452,42.3,Medium
2026-01-25,21:00,Sunday,Cloudy,8.5,429,57.1,Low
2026-01-25,22:00,Sunday,Clear,12.3,266,55.5,Low
2026-01-25,23:00,Sunday,Clear,8.8,400,57.6,Low
2026-01-26,00:00,Monday,Cloudy,9.1,395,51.3,Low
2026-01-26,01:00,Monday,Cloudy,9.9,322,57.5,Low
2026-01-26,02:00,Monday,Clear,4.7,423,59.0,Low
2026-01-26,03:00,Monday,Clear,12.9,434,57.2,Low
2026-01-26,04:00,Monday,Cloudy,12.2,481,53.6,Low
2026-01-26,05:00,Monday,Clear,16.5,465,57.7,Low
2026-01-26,06:00,Monday,Cloudy,19.3,393,48.9,Low
2026-01-26,07:00,Monday,Clear,20.4,1504,47.5,High
2026-01-26,08:00,Monday,Clear,22.9,1468,47.6,Medium
2026-01-26,09:00,Monday,Rain,23.1,1125,48.9,Medium
2026-01-26,10:00,Monday,Clear,30.3,1005,49.2,Medium
2026-01-26,11:00,Monday,Rain,28.2,426,59.0,Low
2026-01-26,12:00,Monday,Clear,25.8,848,52.6,Medium
2026-01-26,13:00,Monday,Cloudy,29.3,1052,45.4,Medium
2026-01-26,14:00,Monday,Clear,26.8,904,48.0,Medium
2026-01-26,15:00,Monday,Clear,22.9,771,55.6,Low
2026-01-26,16:00,Monday,Cloudy,21.6,927,48.6,Medium
2026-01-26,17:00,Monday,Clear,22.5,1632,47.4,High
2026-01-26,18:00,Monday,Clear,19.1,1776,46.4,High
2026-01-26,19:00,Monday,Cloudy,17.7,1656,39.5,High
2026-01-26,20:00,Monday,Cloudy,12.4,1630,42.2,High
2026-01-26,21:00,Monday,Fog,7.6,564,52.1,Low
2026-01-26,22:00,Monday,Clear,12.4,607,52.0,Low
2026-01-26,23:00,Monday,Clear,11.7,475,53.3,Low
2026-01-27,00:00,Tuesday,Clear,4.5,380,59.0,Low
2026-01-27,01:00,Tuesday,Fog,5.8,211,58.4,Low
2026-01-27,02:00,Tuesday,Clear,9.2,427,56.3,Low
2026-01-27,03:00,Tuesday,Cloudy,9.3,185,60.6,Low
2026-01-27,04:00,Tuesday,Clear,15.4,552,49.8,Low
2026-01-27,05:00,Tuesday,Clear,17.3,552,55.3,Low
2026-01-27,06:00,Tuesday,Rain,17.6,341,61.6,Low
2026-01-27,07:00,Tuesday,Cloudy,22.0,1295,46.9,Medium
2026-01-27,08:00,Tuesday,Clear,22.3,1156,48.1,Medium
2026-01-27,09:00,Tuesday,Rain,26.1,1134,45.6,Medium
2026-01-27,10:00,Tuesday,Fog,24.9,778,53.2,Low
2026-01-27,11:00,Tuesday,Clear,28.0,934,45.8,Medium
2026-01-27,12:00,Tuesday,Cloudy,28.0,936,55.3,Medium
2026-01-27,13:00,Tuesday,Clear,30.2,924,51.6,Medium
2026-01-27,14:00,Tuesday,Clear,27.4,1085,47.1,Medium
2026-01-27,15:00,Tuesday,Clear,23.3,989,48.0,Medium
2026-01-27,16:00,Tuesday,Cloudy,26.2,1099,50.2,Medium
2026-01-27,17:00,Tuesday,Rain,21.5,1361,48.6,Medium
2026-01-27,18:00,Tuesday,Clear,20.8,1902,41.4,High
2026-01-27,19:00,Tuesday,Clear,18.8,1902,40.4,High
2026-01-27,20:00,Tuesday,Clear,9.6,1842,44.0,High
2026-01-27,21:00,Tuesday,Cloudy,10.4,630,58.1,Low
2026-01-27,22:00,Tuesday,Cloudy,11.0,512,50.0,Low
2026-01-27,23:00,Tuesday,Cloudy,4.3,582,56.8,Low
2026-01-28,00:00,Wednesday,Clear,6.6,400,58.4,Low
2026-01-28,01:00,Wednesday,Clear,8.3,326,61.1,Low
2026-01-28,02:00,Wednesday,Cloudy,7.9,306,58.6,Low
2026-01-28,03:00,Wednesday,Rain,8.9,385,59.1,Low
2026-01-28,04:00,Wednesday,Clear,11.0,232,58.0,Low
2026-01-28,05:00,Wednesday,Clear,12.1,197,54.1,Low
2026-01-28,06:00,Wednesday,Rain,16.7,450,52.1,Low
2026-01-28,07:00,Wednesday,Clear,17.9,1365,43.8,Medium
2026-01-28,08:00,Wednesday,Clear,20.2,1402,47.2,Medium
2026-01-28,09:00,Wednesday,Rain,26.8,1113,50.7,Medium
2026-01-28,10:00,Wednesday,Clear,24.5,1053,46.5,Medium
2026-01-28,11:00,Wednesday,Cloudy,28.7,887,50.2,Medium
2026-01-28,12:00,Wednesday,Clear,28.2,1261,46.5,Medium
2026-01-28,13:00,Wednesday,Clear,28.5,967,49.4,Medium
2026-01-28,14:00,Wednesday,Clear,23.8,1089,48.7,Medium
2026-01-28,15:00,Wednesday,Clear,23.9,1153,54.7,Medium
2026-01-28,16:00,Wednesday,Clear,25.7,650,56.8,Low
2026-01-28,17:00,Wednesday,Clear,22.7,1404,46.0,Medium
2026-01-28,18:00,Wednesday,Rain,19.1,1682,43.9,High
2026-01-28,19:00,Wednesday,Clear,13.6,1665,42.1,High
2026-01-28,20:00,Wednesday,Cloudy,12.1,1517,44.4,High
2026-01-28,21:00,Wednesday,Clear,11.3,655,53.3,Low
2026-01-28,22:00,Wednesday,Cloudy,9.2,550,60.6,Low
2026-01-28,23:00,Wednesday,Cloudy,10.3,707,58.2,Low
2026-01-29,00:00,Thursday,Rain,8.7,350,50.2,Low
2026-01-29,01:00,Thursday,Cloudy,8.0,182,57.6,Low
2026-01-29,02:00,Thursday,Rain,9.2,453,54.9,Low
2026-01-29,03:00,Thursday,Rain,9.5,293,57.2,Low
2026-01-29,04:00,Thursday,Clear,12.4,541,56.1,Low
2026-01-29,05:00,Thursday,Clear,15.5,308,57.6,Low
2026-01-29,06:00,Thursday,Clear,17.4,601,50.8,Low
2026-01-29,07:00,Thursday,Clear,19.2,1306,46.4,Medium
2026-01-29,08:00,Thursday,Clear,26.5,1357,50.3,Medium
2026-01-29,09:00,Thursday,Clear,27.0,1497,41.6,Medium
2026-01-29,10:00,Thursday,Clear,27.2,1226,51.9,Medium
2026-01-29,11:00,Thursday,Cloudy,28.5,962,54.6,Medium
2026-01-29,12:00,Thursday,Clear,30.1,1228,45.6,Medium
2026-01-29,13:00,Thursday,Clear,28.7,1044,50.9,Medium
2026-01-29,14:00,Thursday,Rain,27.7,966,52.7,Medium
2026-01-29,15:00,Thursday,Clear,25.7,845,52.7,Medium
2026-01-29,16:00,Thursday,Clear,21.0,1139,46.7,Medium
2026-01-29,17:00,Thursday,Clear,18.6,1744,38.3,High
2026-01-29,18:00,Thursday,Rain,15.3,1354,47.1,Medium
2026-01-29,19:00,Thursday,Clear,14.5,1876,44.3,High
2026-01-29,20:00,Thursday,Cloudy,14.9,1545,44.8,High
2026-01-29,21:00,Thursday,Cloudy,10.8,488,52.4,Low
2026-01-29,22:00,Thursday,Clear,7.3,805,47.4,Medium
2026-01-29,23:00,Thursday,Cloudy,9.6,747,54.4,Low
2026-01-30,00:00,Friday,Cloudy,6.1,595,52.7,Low
2026-01-30,01:00,Friday,Clear,8.2,452,50.8,Low
2026-01-30,02:00,Friday,Clear,6.9,574,56.3,Low
2026-01-30,03:00,Friday,Fog,10.3,370,57.2,Low
2026-01-30,04:00,Friday,Clear,11.6,418,59.3,Low
2026-01-30,05:00,Friday,Rain,13.8,147,57.8,Low
2026-01-30,06:00,Friday,Clear,20.4,310,51.5,Low
2026-01-30,07:00,Friday,Cloudy,21.9,1423,49.8,Medium
2026-01-30,08:00,Friday,Cloudy,25.1,1633,46.6,High
2026-01-30,09:00,Friday,Clear,25.7,1421,45.9,Medium
2026-01-30,10:00,Friday,Cloudy,30.2,876,47.2,Medium
2026-01-30,11:00,Friday,Clear,26.6,1055,43.1,Medium
2026-01-30,12:00,Friday,Clear,30.2,1082,51.3,Medium
2026-01-30,13:00,Friday,Clear,30.9,1293,45.6,Medium
2026-01-30,14:00,Friday,Cloudy,27.8,925,50.8,Medium
2026-01-30,15:00,Friday,Cloudy,22.5,1101,53.0,Medium
2026-01-30,16:00,Friday,Clear,23.8,846,47.9,Medium
2026-01-30,17:00,Friday,Cloudy,21.3,2008,38.3,High
2026-01-30,18:00,Friday,Rain,19.0,1549,47.0,High
2026-01-30,19:00,Friday,Rain,16.4,1356,48.1,Medium
2026-01-30,20:00,Friday,Clear,10.8,1753,37.5,High
2026-01-30,21:00,Friday,Rain,12.0,788,56.8,Low
2026-01-30,22:00,Friday,Clear,7.7,677,56.0,Low
2026-01-30,23:00,Friday,Rain,8.9,355,58.3,Low
2026-01-31,00:00,Saturday,Rain,7.7,256,54.8,Low
2026-01-31,01:00,Saturday,Rain,10.3,262,59.8,Low
2026-01-31,02:00,Saturday,Fog,11.7,221,57.2,Low
2026-01-31,03:00,Saturday,Clear,10.0,269,55.1,Low
2026-01-31,04:00,Saturday,Clear,11.7,194,52.9,Low
2026-01-31,05:00,Saturday,Clear,14.9,261,56.7,Low
2026-01-31,06:00,Saturday,Fog,14.6,170,56.5,Low
2026-01-31,07:00,Saturday,Clear,22.7,976,49.2,Medium
2026-01-31,08:00,Saturday,Clear,25.7,879,50.1,Medium
2026-01-31,09:00,Saturday,Clear,25.7,1045,47.0,Medium
2026-01-31,10:00,Saturday,Clear,29.4,792,52.8,Low
2026-01-31,11:00,Saturday,Clear,25.5,802,49.0,Medium
2026-01-31,12:00,Saturday,Clear,26.3,746,46.9,Low
2026-01-31,13:00,Saturday,Rain,26.9,544,52.7,Low
2026-01-31,14:00,Saturday,Clear,27.7,996,53.4,Medium
2026-01-31,15:00,Saturday,Rain,26.4,621,48.0,Low
2026-01-31,16:00,Saturday,Rain,20.6,487,60.2,Low
2026-01-31,17:00,Saturday,Clear,20.4,1537,44.4,High
2026-01-31,18:00,Saturday,Clear,17.5,1508,43.3,High
2026-01-31,19:00,Saturday,Cloudy,11.5,1245,46.7,Medium
2026-01-31,20:00,Saturday,Fog,13.5,891,50.0,Medium
2026-01-31,21:00,Saturday,Cloudy,16.3,543,50.0,Low
2026-01-31,22:00,Saturday,Clear,7.6,585,50.3,Low
2026-01-31,23:00,Saturday,Clear,8.9,433,54.1,Low
2026-02-01,00:00,Sunday,Rain,8.8,196,58.2,Low
2026-02-01,01:00,Sunday,Clear,9.2,482,53.6,Low
2026-02-01,02:00,Sunday,Clear,9.6,173,59.5,Low
2026-02-01,03:00,Sunday,Clear,11.9,134,60.7,Low
2026-02-01,04:00,Sunday,Clear,12.3,380,57.1,Low
2026-02-01,05:00,Sunday,Cloudy,16.2,189,59.5,Low
2026-02-01,06:00,Sunday,Clear,16.6,260,59.9,Low
2026-02-01,07:00,Sunday,Clear,20.5,909,48.9,Medium
2026-02-01,08:00,Sunday,Clear,22.9,1183,52.9,Medium
2026-02-01,09:00,Sunday,Clear,24.7,637,52.1,Low
2026-02-01,10:00,Sunday,Clear,29.0,695,51.3,Low
2026-02-01,11:00,Sunday,Clear,25.4,865,52.0,Medium
2026-02-01,12:00,Sunday,Clear,26.7,750,52.7,Low
2026-02-01,13:00,Sunday,Clear,26.6,706,53.8,Low
2026-02-01,14:00,Sunday,Clear,23.6,704,53.7,Low
2026-02-01,15:00,Sunday,Clear,23.3,687,49.7,Low
2026-02-01,16:00,Sunday,Rain,25.9,470,56.3,Low
2026-02-01,17:00,Sunday,Clear,19.7,1452,51.0,Medium
2026-02-01,18:00,Sunday,Rain,16.7,987,54.7,Medium
2026-02-01,19:00,Sunday,Clear,15.7,1320,46.6,Medium
2026-02-01,20:00,Sunday,Fog,14.0,1109,51.0,Medium
2026-02-01,21:00,Sunday,Cloudy,8.0,629,52.3,Low
2026-02-01,22:00,Sunday,Rain,10.0,473,52.4,Low
2026-02-01,23:00,Sunday,Fog,6.4,551,58.9,Low
2026-02-02,00:00,Monday,Fog,5.8,128,58.4,Low
2026-02-02,01:00,Monday,Clear,6.7,549,53.1,Low
2026-02-02,02:00,Monday,Rain,8.4,126,55.5,Low
2026-02-02,03:00,Monday,Fog,11.5,332,47.7,Low
2026-02-02,04:00,Monday,Clear,17.2,344,59.0,Low
2026-02-02,05:00,Monday,Clear,17.0,257,62.7,Low
2026-02-02,06:00,Monday,Clear,17.5,489,51.8,Low
2026-02-02,07:00,Monday,Clear,22.4,1320,43.6,Medium
2026-02-02,08:00,Monday,Clear,23.5,1656,43.3,High
2026-02-02,09:00,Monday,Clear,21.4,1194,54.0,Medium
2026-02-02,10:00,Monday,Clear,26.9,848,50.7,Medium
2026-02-02,11:00,Monday,Cloudy,29.1,1031,50.3,Medium
2026-02-02,12:00,Monday,Rain,31.8,871,50.6,Medium
2026-02-02,13:00,Monday,Clear,29.4,981,50.5,Medium
2026-02-02,14:00,Monday,Clear,24.6,985,50.6,Medium
2026-02-02,15:00,Monday,Cloudy,23.7,960,49.8,Medium
2026-02-02,16:00,Monday,Clear,19.5,1087,48.9,Medium
2026-02-02,17:00,Monday,Clear,21.5,1737,48.3,High
2026-02-02,18:00,Monday,Clear,15.2,1897,35.4,High
2026-02-02,19:00,Monday,Rain,17.5,1335,50.6,Medium
2026-02-02,20:00,Monday,Clear,15.3,1722,39.5,High
2026-02-02,21:00,Monday,Clear,9.7,472,46.8,Low
2026-02-02,22:00,Monday,Rain,8.2,329,58.2,Low
2026-02-02,23:00,Monday,Clear,9.3,419,54.6,Low
2026-02-03,00:00,Tuesday,Rain,8.7,593,54.0,Low
2026-02-03,01:00,Tuesday,Clear,7.3,468,52.4,Low
2026-02-03,02:00,Tuesday,Fog,12.8,394,55.7,Low
2026-02-03,03:00,Tuesday,Clear,9.5,491,55.6,Low
2026-02-03,04:00,Tuesday,Cloudy,12.6,285,50.6,Low
2026-02-03,05:00,Tuesday,Rain,17.7,363,60.0,Low
2026-02-03,06:00,Tuesday,Clear,17.1,356,53.2,Low
2026-02-03,07:00,Tuesday,Cloudy,17.0,1246,48.2,Medium
2026-02-03,08:00,Tuesday,Clear,22.2,1347,42.9,Medium
2026-02-03,09:00,Tuesday,Rain,24.5,822,52.7,Medium
2026-02-03,10:00,Tuesday,Clear,27.4,961,54.5,Medium
2026-02-03,11:00,Tuesday,Clear,30.5,1030,54.6,Medium
2026-02-03,12:00,Tuesday,Cloudy,31.3,874,50.4,Medium
2026-02-03,13:00,Tuesday,Rain,28.2,930,51.1,Medium
2026-02-03,14:00,Tuesday,Clear,28.1,967,52.3,Medium
2026-02-03,15:00,Tuesday,Clear,24.1,707,53.4,Low
2026-02-03,16:00,Tuesday,Clear,22.5,987,54.7,Medium
2026-02-03,17:00,Tuesday,Clear,19.2,1956,42.2,High
2026-02-03,18:00,Tuesday,Rain,20.7,1278,47.4,Medium
2026-02-03,19:00,Tuesday,Cloudy,14.7,1600,45.1,High
2026-02-03,20:00,Tuesday,Rain,13.9,1177,46.1,Medium
2026-02-03,21:00,Tuesday,Clear,8.9,525,53.9,Low
2026-02-03,22:00,Tuesday,Clear,12.3,628,51.2,Low
2026-02-03,23:00,Tuesday,Clear,7.9,857,56.4,Medium
2026-02-04,00:00,Wednesday,Clear,7.3,323,55.0,Low
2026-02-04,01:00,Wednesday,Clear,8.1,113,62.8,Low
2026-02-04,02:00,Wednesday,Clear,9.0,404,53.9,Low
2026-02-04,03:00,Wednesday,Clear,12.9,140,63.1,Low
